pais,fecha,anio,nota_no,fuente,url_pagina,url_pdf,decreto,tipo,base_legal,causa,plazo_dias,alcance,derechos,ocr_chars
Perú,2024-12-27,2024,7-5-M/245,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-245-2024.pdf,Decreto Supremo N* 145-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",17357
Ecuador,2025-01-03,2025,4-2-002/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-249-2025.pdf,Decreto Ejecutivo No. 174,estado de excepción,Art. 3 Constitución,desastre/salud; seguridad/crimen; orden público,,nacional,"Internacional- y en cumplimiento de lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a honra informar que, m",9044
Chile,2025-01-08,2025,01-25,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_01-25.pdf,decreto supremo N*189,estado de excepción,Art. 42 Constitución,seguridad/crimen,,,"Internacional- y, de conformidad lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: Según f",5742
El Salvador,2025-01-16,2025,MPOEA - OEA-006/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_012-2025.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,nacional,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-0EA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",10445
Colombia,2025-01-24,2025,7-5-M/020 y Nota No. 7-5-M/021 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_MPC-OEA-No-076-2025.pdf,,estado de excepción,Art. 213 Constitución,seguridad/crimen; orden público; seguridad estado,,,"Humanos, la Misión Permanente de Colombia ante la Organización de Estados Americanos se permite informar a la Secretaría General sobre la declaratoria de Estado",12068
El Salvador,2025-02-14,2025,MPOEA - OEA-012/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_019-2025.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,nacional,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",11867
Chile,2025-02-14,2025,21-25,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_21-25.pdf,decreto supremo N*189,estado de excepción,Art. 42 Constitución,seguridad/crimen,,,"Internacional— y, de conformidad lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: Según fue",6949
Colombia,2025-02-14,2025,MPC/OEA/ No.169.1/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_No_169.1-2025.pdf,,conmoción interior,Art. 213 Constitución,orden público,,,"Humanos, el artículo 213 de la Constitución Política y el artículo 34 de la Ley 137 de 1994, el Gobierno Nacional ha expedido las siguientes normas en el marco",8341
Chile,2025-02-18,2025,22-25,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_22-25.pdf,decreto supremo N*52,estado de excepción,Art. 41 Constitución,,15,,"Internacional- y, de conformidad lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: De acuerd",5534
Colombia,2025-02-19,2025,MPC/OEA/ No.244/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_No_244-2025.pdf,,conmoción interior,Art. 213 Constitución,seguridad/crimen; orden público,,"subnacional: Sardinata y Tibú; así mismo, que, desde","Humanos, el artículo 213 de la Constitución Política y el artículo 34 de la Ley 137 de 1994, se permite informar que en el marco de la declaratoria del estado d",9134
Perú,2025-02-24,2025,7-5-M/048 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-121-2025.pdf,Decreto Supremo N.2077-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",23247
Chile,2025-02-27,2025,27-25,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_27-25.pdf,decreto supremo N*66,estado de excepción,Art. 41 Constitución,,,"subnacional: Arica y Parinacota, Tarapacá, Antofagasta, Atacama, Coquimbo, Valparaíso,","Internacional- y, de conformidad lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: : De acu",5606
Perú,2025-03-03,2025,7-5-M/057 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-126-2025.pdf,Decreto Supremo N.*082-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",23228
Perú,2025-03-06,2025,7-5-M/064 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-127-2025.pdf,DECRETO SUPREMO N* 083-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",16214
Perú,2025-03-20,2025,7-5-M/078 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-135-2025.pdf,Decreto Supremo N.2085-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",21413
Perú,2025-03-25,2025,7-5-M/081 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-140-2025.pdf,Decreto Supremo N.*087-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",16219
Colombia,2025-04-02,2025,MPC/OEA/ No.488/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_No_488-2025.pdf,,,,,,,,0
Perú,2025-04-14,2025,7-5-M/095 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-148-2025.pdf,Decreto Supremo N.*092-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15814
El Salvador,2025-04-14,2025,MPOEA - OEA-028/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_028-2025.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,nacional,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-0EA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",12590
Colombia,2025-04-14,2025,MPC/OEA/ No.583/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_No_583-2025.pdf,DECRETO No. 0433,conmoción interior,Art. 213 Constitución,seguridad/crimen; orden público,,,"Humanos, el artículo 213 de la Constitución Política, el artículo 34 de la Ley 137 de 1994 y la declaratoria del estado de conmoción interior conforme al Decret",9259
Ecuador,2025-04-15,2025,4-2-073/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-287-2025.pdf,Decreto Ejecutivo No. 202,estado de excepción,Art. 3 Constitución,desastre/salud; seguridad/crimen; orden público,,nacional,"Internacional- y en cumplimiento de lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a honra informar que, m",8833
El Salvador,2025-04-20,2025,MPOEA - OEA-039/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_039-2025.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,nacional,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",11420
Perú,2025-04-22,2025,7-5-M/099 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-147-2025.pdf,Decreto Supremo N* 073-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",24168
Colombia,2025-04-24,2025,MPC/OEA/ No.656/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_No_656-2025.pdf,,conmoción interior,Art. 213 Constitución,seguridad/crimen; orden público,,,"Humanos, el artículo 213 de la Constitución Política, el artículo 34 de la Ley 137 de 1994, el Gobierno Nacional expidió el Decreto 0467 del 23 de abril de 2025",9226
Perú,2025-05-07,2025,,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-146-2025.pdf,Decreto Supremo N.*090-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",16617
Perú,2025-05-12,2025,7-5-M/110 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-153-2025.pdf,,,,,,,,0
Perú,2025-05-13,2025,,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-156-2025.pdf,Decreto Legislativo N* 1186,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",17861
Perú,2025-05-20,2025,7-5-M/114 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-155-2025.pdf,DECRETO SUPREMO N* 095-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen; orden público,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",16436
Perú,2025-05-23,2025,7-5-M/115 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-161-2025.pdf,Decreto Supremo N.*100-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15776
Perú,2025-05-29,2025,7-5-M/117 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-160-2025.pdf,Decreto Supremo N.2099-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",23647
Perú,2025-05-30,2025,7-5-M/118 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-159-2025.pdf,Decreto Supremo N.*101-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",24260
Chile,2025-05-30,2025,92-25,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_92-25.pdf,decreto supremo N*189,estado de excepción,Art. 42 Constitución,seguridad/crimen,30,,"Internacional- y, de conformidad lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: Según fu",6305
Perú,2025-06-04,2025,7-5-M/119 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-168-2025.pdf,Decreto Supremo N.*104-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional - y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",18720
Perú,2025-06-09,2025,7-5-M/121 y Nota No. 7-5-M/122,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-179-2025.pdf,Decreto Supremo N.2111-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",21812
Perú,2025-06-17,2025,7-5-M/127 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-191-2025.pdf,,,,,,,,0
Perú,2025-06-17,2025,7-5-M/126 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-181-2025.pdf,Decreto Supremo N*114-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",16563
El Salvador,2025-06-23,2025,MPOEA - OEA-059/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_059-2025.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,nacional,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",11960
Perú,2025-06-24,2025,7-5-M/135 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-194-2025.pdf,Decreto Supremo N*118-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",22266
Panamá,2025-06-24,2025,NV-PANA-OEA-2-248 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Panama_nota_No_2-248-2025.pdf,Decreto Ejecutivo N* 49,,Art. 17 Constitución,seguridad/crimen; orden público; seguridad estado,,,"Internacional de la OEA- en ocasión de remitir el Decreto de Gabinete N*27 de 20 de junio de 2025, en cumplimiento con lo establecido en el artículo 27, inciso",11451
Panamá,2025-06-26,2025,NV-PANA-OEA-2-257 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Panama_nota_No_2-257-2025.pdf,,,Art. 55 Constitución,orden público,,,"Internacional de la OEA- en ocasión de remitir el Decreto de Gabinete N*28 de 24 de junio de 2025, en cumplimiento con lo establecido en el artículo 27, inciso",5745
El Salvador,2025-06-29,2025,MPOEA - OEA-074/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_074-2025.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,nacional,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",12650
Perú,2025-07-01,2025,7-5-M/140 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-197-2025.pdf,Decreto Supremo N*121-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen; orden público,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",23630
Perú,2025-07-07,2025,7-5-M/146,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-196-2025.pdf,Decreto Supremo N*023-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",16139
Perú,2025-07-22,2025,7-5-M/153 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-206-2025.pdf,,estado de excepción,Art. 2 Constitución,desastre/salud; seguridad/crimen; orden público,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",9615
Perú,2025-07-28,2025,7-5-M/155 y Nota No. 7-5-M/156,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-211-2025.pdf,DECRETO SUPREMO N* 123-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional - y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",23113
Perú,2025-08-01,2025,7-5-M/159,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-216-2025.pdf,Decreto Legislativo N* 1266,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional - y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",24490
Perú,2025-08-14,2025,7-5-M/168 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-239-2025.pdf,DECRETO SUPREMO N* 132-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional - y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",22678
El Salvador,2025-08-19,2025,MPOEA - OEA-091/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_091-2025.pdf,Decreto Legislativo No.333,régimen de excepción,,seguridad/crimen,,nacional,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-0EA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",10186
Perú,2025-09-02,2025,7-5-M/179 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-238-2025.pdf,Decreto Supremo N.*130-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",24639
Perú,2025-09-05,2025,7-5-M/181 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-237-2025.pdf,Decreto Supremo N.131-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",24055
Chile,2025-09-08,2025,205-25,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_205-25.pdf,decreto supremo N*189,estado de excepción,Art. 42 Constitución,seguridad/crimen,30,,"Internacional- y, de conformidad lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: Según f",5764
Perú,2025-09-23,2025,7-5-M/191 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-244-2025.pdf,Decreto Supremo N.*133-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",21829
Perú,2025-09-24,2025,7-5-M/194 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-252-2025.pdf,Decreto Supremo N.*139-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen; seguridad estado,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",23749
El Salvador,2025-09-24,2025,MPOEA - OEA-114/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_114-2025.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,nacional,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OFA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",11265
Perú,2025-09-26,2025,7-5-M/196 y Nota No. 7-5-M/197,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-251-2025.pdf,Decreto Supremo N.*138-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen; seguridad estado,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",24664
Perú,2025-10-07,2025,7-5-M/206 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-250-2025.pdf,DECRETO SUPREMO N* 137-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",24294
Perú,2025-10-14,2025,7-5-M/211 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-249-2025.pdf,Decreto Supremo N.*136-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",30672
El Salvador,2025-10-22,2025,MPOEA - OEA-134/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_134-2025.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,nacional,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",11583
Perú,2025-10-23,2025,7-5-M/216 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-256-2025.pdf,Decreto Legislativo N.* 1095,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",18542
Chile,2025-11-12,2025,286-25,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_286-25.pdf,decreto supremo N*189,estado de excepción,Art. 42 Constitución,seguridad/crimen,,,"Internacional— y, de conformidad con lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: Segú",5828
Perú,2025-11-21,2025,7-5-M/238 y Nota No. 7-5-M/239,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-255-2025.pdf,Decreto Supremo N* 143-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",25396
Perú,2025-11-24,2025,7-5-M/237 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-001-2026.pdf,Decreto Supremo N.* 146-2025,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",24923
Perú,2025-11-26,2025,7-5-M/244 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-010-2026.pdf,Decreto Legislativo N* 1186,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",20497
El Salvador,2025-11-26,2025,MPOEA - OEA-152/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_152-2025.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,nacional,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-0EA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",11324
