pais,pais_en,fecha,anio,tipo_evento,regimen,regimen_origen,cn_ref,url_pdf,fuente,texto,snippet
Perú,Peru,2024-02-07,2024,extensión,estado de emergencia,heredado,,,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 19 December 2023, made under article 4 (3) of the above Covenant. By Supreme Decree No. 13-2024-PCM, published on 6 February 2024, the Government of Peru extended the state of national emergency declared by Supreme Decree No. 23-2023-PCM in the provinces of Putumayo and Mariscal Castilla of the department of Loreto for a period of sixty (60) calendar days starting on 13 February 2024. The measure was declared owing to the illegal activities of criminal organizations involved in illicit drug trafficking, illegal mining and related offences in the aforementioned provinces. (See CN.65.2024.Reissued.13022024 .TREATIES-IV.4 of 8 February 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 19 December 2023, made under article 4 (3) of the above Covenant. By Supreme Decree No. 13-2024-PCM, published on 6 February 2024, the Gover"
Perú,Peru,2024-02-19,2024,declaración,estado de emergencia,directo,C.N.76.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.76.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 15 February 2024, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency, through Supreme Decree No. 019-2024-PCM dated 13 February 2024, in the Province of Trujillo in the department of La Libertad for a period of sixty (60) calendar days. (See C.N.76.2024 .TREATIES-IV.4 of 21 February 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 15 February 2024, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency, through Supreme Decree "
Perú,Peru,2024-02-19,2024,declaración,estado de emergencia,directo,C.N.75.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.75.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 15 February 2024, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency, through Supreme Decree No. 018-2024-PCM dated 13 February 2024, in the Province of Pataz in the department of La Libertad for a period of sixty (60) calendar days. (See C.N.75.2024 .TREATIES-IV.4 of 21 February 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 15 February 2024, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency, through Supreme Decree "
Chile,Chile,2024-03-01,2024,extensión,estado de emergencia,directo,C.N.88.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.88.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Chile a notification dated 1 March 2024, made under article 4 (3) of the above Covenant, regarding the further extension of the state of emergency in the Araucanía Region and in the Arauco and Biobío Provinces of the Biobío Region for two consecutive periods of 30 days from the expiration of the period provided for in the previous extensions, i.e., until 7 March 2024, through Supreme Decrees Nos. 29 and 81 issued by the Ministry of the Interior and Public Security. (See C.N.88.2024 .TREATIES-IV.4 of 11 March 2024 for the text of the notification.)","The Secretary-General received from the Government of Chile a notification dated 1 March 2024, made under article 4 (3) of the above Covenant, regarding the further extension of the state of emergency in the Araucanía Re"
Perú,Peru,2024-03-08,2024,extensión,estado de emergencia,directo,C.N.91.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.91.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 7 March 2024, made under article 4 (3) of the above Covenant. By Supreme Decree No. 024-2024-PCM, published on 5 March 2024, the Government of Peru extended the state of emergency declared by Supreme Decree No. 008-202[4]-PCM in Corredor Vial Sur Apurímac-Cusco-Arequipa (Apurímac-Cusco-Arequipa Southern Road Corridor), including the five hundred (500) metres adjacent to either side of the road corridor, for a period of thirty (30) calendar days, starting on 6 March 2024. (See C.N.91.2024 .TREATIES-IV.4 of 12 March 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 7 March 2024, made under article 4 (3) of the above Covenant. By Supreme Decree No. 024-2024-PCM, published on 5 March 2024, the Government "
Perú,Peru,2024-03-08,2024,extensión,estado de emergencia,directo,C.N.92.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.92.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 7 March 2024, made under article 4 (3) of the above Covenant. By Supreme Decree No. 025-2024-PCM, dated 5 March 2024, the Government of Peru extended the state of emergency declared by Supreme Decree No. 003-2024-PCM, in the province of Zarumilla in the department of Tumbes, for a period of 60 calendar days, starting on 11 March 2024. (See C.N.92.2024 .TREATIES-IV.4 of 12 March 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 7 March 2024, made under article 4 (3) of the above Covenant. By Supreme Decree No. 025-2024-PCM, dated 5 March 2024, the Government of Peru"
Ecuador,Ecuador,2024-03-11,2024,extensión,estado de emergencia,directo,C.N.100.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.100.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Ecuador a notification dated 11 March 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency throughout the national territory by Executive Decree No. 193 for an additional 30 days beginning on 7 March 2024. (See depositary notification C.N.100.2024 .TREATIES-IV.4 of 15 March 2024 for the text of the notification.)","The Secretary-General received from the Government of Ecuador a notification dated 11 March 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency throughout the national "
Perú,Peru,2024-04-11,2024,extensión,estado de emergencia,directo,C.N.117.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.117.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 5 April 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency, through Supreme Decree No. 037-2024-PCM, in the districts of the provinces of Huanta and La Mar (Department of Ayacucho), in the districts of the province of Tayacaja (Department of Huancavelica), in the districts of the province of La Convención (Department of Cusco), and in the districts of the provinces of Satipo, Concepción and Huancayo (Department of Junín), for a period of sixty (60) calendar days, from 6 April to 4 June 2024. (See C.N.117.2024 .TREATIES-IV.4 of 12 April 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 5 April 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency, through Supreme Decree No. "
Perú,Peru,2024-04-11,2024,extensión,estado de emergencia,directo,C.N.118.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.118.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 5 April 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 008-2024-PCM in Corredor Vial Sur Apurímac-Cusco-Arequipa (Apurímac-Cusco-Arequipa Southern Road Corridor), including the five hundred (500) metres adjacent to either side of the road corridor, for a period of 30 calendar days starting on 5 April 2024, through Supreme Decree No. 036-2024-PCM. (See C.N.118.2024 .TREATIES-IV.4 of 12 April 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 5 April 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree N"
Perú,Peru,2024-04-11,2024,extensión,estado de emergencia,directo,C.N.119.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.119.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 11 April 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 046-2023-PCM in the districts of Tambopata, Inambari, Las Piedras and Laberinto in the province of Tambopata; and in the districts of Madre de Dios and Huepetuhe in the province of Manu in the department of Madre de Dios, for a period of 60 calendar days starting on 1 April 2024 through Supreme Decree No. 034-2024-PCM. (See C.N.119.2024 .TREATIES-IV.4 of 11 April 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 11 April 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree "
Perú,Peru,2024-04-15,2024,extensión,estado de emergencia,directo,C.N.128.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.128.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 15 April 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 023-2023-PCM in the provinces of Putumayo and Mariscal Castilla (Department of Loreto), for a period of 60 calendar days starting on 13 April 2024 through Supreme Decree No. 040-2024-PCM. (See C.N.128.2024 .TREATIES-IV.4 of 15 April 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 15 April 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree "
Perú,Peru,2024-04-19,2024,extensión,estado de emergencia,directo,C.N.132.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.132.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 19 April 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 018-2023-PCM in the province of Pataz (Department of La Libertad), for a period of 60 calendar days starting on 14 April 2024 through Supreme Decree No. 041-2024-PCM. (See C.N.132.2024 .TREATIES-IV.4 of 25 April 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 19 April 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree "
Perú,Peru,2024-04-19,2024,extensión,estado de emergencia,directo,C.N.135.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.135.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 19 April 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 019-2024-PCM in the province of Trujillo of the department of La Libertad, for a period of 60 calendar days starting on 14 April 2024 through Supreme Decree No. 042-2024-PCM. (See C.N.135.2024 .TREATIES-IV.4 of 25 April 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 19 April 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree "
Perú,Peru,2024-04-19,2024,declaración,estado de emergencia,directo,C.N.136.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.136.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 18 April 2024, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency, through Supreme Decree No. 043-2024-PCM dated 16 April 2024, in the Province of Arequipa in the department of Arequipa for a period of twenty (20) calendar days. (See C.N.136.2024 .TREATIES-IV.4 of 25 April 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 18 April 2024, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency, through Supreme Decree No."
Chile,Chile,2024-05-02,2024,extensión,estado de emergencia,directo,C.N.155.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.155.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Chile a notification dated 2 May 2024, made under article 4 (3) of the above Covenant, regarding the further extension of the state of emergency in the Araucanía Region and in the Arauco and Biobío Provinces of the Biobío Region for two consecutive periods of 30 days from the expiration of the period provided for in the previous extensions, i.e., until 6 May 2024, through Supreme Decrees Nos. 127 and 150 issued by the Ministry of the Interior and Public Security. (See C.N.155.2024 .TREATIES-IV.4 of 8 May 2024 for the text of the notification.)","The Secretary-General received from the Government of Chile a notification dated 2 May 2024, made under article 4 (3) of the above Covenant, regarding the further extension of the state of emergency in the Araucanía Regi"
Ecuador,Ecuador,2024-05-02,2024,declaración,estado de emergencia,directo,C.N.157.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.157.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Ecuador a notification dated 2 May 2024, made under article 4 (3) of the above Covenant, regarding the declaration of the state of emergency by Executive Decree No. 250 for 60 days beginning on 30 April 2024. (See depositary notification C.N.157.2024 .TREATIES-IV.4 of 8 May 2024 for the text of the notification.)","The Secretary-General received from the Government of Ecuador a notification dated 2 May 2024, made under article 4 (3) of the above Covenant, regarding the declaration of the state of emergency by Executive Decree No. 2"
Perú,Peru,2024-05-06,2024,extensión,estado de emergencia,directo,C.N.158.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.158.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 6 May 2024, made under article 4 (3) of the above Covenant. By Supreme Decree No. 047-2024-PCM, published on 1st May 2024, the Government of Peru extended the state of emergency declared by Supreme Decree No. 008-202[4]-PCM in Corredor Vial Sur Apurímac-Cusco-Arequipa (Apurímac-Cusco-Arequipa Southern Road Corridor), including the five hundred (500) metres adjacent to either side of the road corridor, for a period of thirty (30) calendar days, starting on 5 May 2024. (See C.N.158.2024 .TREATIES-IV.4 of 9 May 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 6 May 2024, made under article 4 (3) of the above Covenant. By Supreme Decree No. 047-2024-PCM, published on 1st May 2024, the Government of"
Perú,Peru,2024-05-06,2024,extensión,estado de emergencia,directo,C.N.159.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.159.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 6 May 2024, made under article 4 (3) of the above Covenant. By Supreme Decree No. 048-2024-PCM, dated 1st May 2024, the Government of Peru extended the state of emergency declared by Supreme Decree No. 003-2024-PCM, in the province of Zarumilla in the department of Tumbes, for a period of 60 calendar days, starting on 10 May 2024. (See C.N.159.2024 .TREATIES-IV.4 of 9 May 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 6 May 2024, made under article 4 (3) of the above Covenant. By Supreme Decree No. 048-2024-PCM, dated 1st May 2024, the Government of Peru e"
Ecuador,Ecuador,2024-05-23,2024,declaración,estado de emergencia,directo,C.N.172.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.172.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Ecuador a notification dated 23 May 2024, made under article 4 (3) of the above Covenant, regarding the declaration of the state of emergency by Executive Decree No. 275 for 60 days beginning on 22 May 2024. (See depositary notification C.N.172.2024 .TREATIES-IV.4 of 29 May 2024 for the text of the notification.)","The Secretary-General received from the Government of Ecuador a notification dated 23 May 2024, made under article 4 (3) of the above Covenant, regarding the declaration of the state of emergency by Executive Decree No. "
Perú,Peru,2024-06-05,2024,extensión,estado de emergencia,directo,C.N.178.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.178.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 5 June 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 046-2023-PCM in the districts of Tambopata, Inambari, Las Piedras and Laberinto in the province of Tambopata; and in the districts of Madre de Dios and Huepetuhe in the province of Manu in the department of Madre de Dios, for a period of 60 calendar days starting on 31 May 2024 through Supreme Decree No. 054-2024-PCM. (See C.N.178.2024 .TREATIES-IV.4 of 6 June 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 5 June 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No"
Perú,Peru,2024-06-05,2024,extensión,estado de emergencia,directo,C.N.179.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.179.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 6 May 2024, made under article 4 (3) of the above Covenant. By Supreme Decree No. 055-2024-PCM, published on 3 June 2024, the Government of Peru extended the state of emergency declared by Supreme Decree No. 008-202[4]-PCM in Corredor Vial Sur Apurímac-Cusco-Arequipa (Apurímac-Cusco-Arequipa Southern Road Corridor), including the five hundred (500) metres adjacent to either side of the road corridor, for a period of thirty (30) calendar days, starting on 4 June 2024. (See C.N.179.2024 .TREATIES-IV.4 of 6 juin 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 6 May 2024, made under article 4 (3) of the above Covenant. By Supreme Decree No. 055-2024-PCM, published on 3 June 2024, the Government of "
Perú,Peru,2024-06-11,2024,extensión,estado de emergencia,directo,C.N.185.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.185.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 7 June 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency, through Supreme Decree No. 056-2024-PCM, in the districts of the provinces of Huanta and La Mar (Department of Ayacucho), in the districts of the province of Tayacaja (Department of Huancavelica), in the districts of the province of La Convención (Department of Cusco), and in the districts of the provinces of Satipo, Concepción and Huancayo (Department of Junín), for a period of sixty (60) calendar days, from 5 June to 3 August 2024. (See C.N.185.2024 .TREATIES-IV.4 of 13 June 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 7 June 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency, through Supreme Decree No. 0"
Perú,Peru,2024-06-19,2024,extensión,estado de emergencia,directo,C.N.199.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.199.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 14 June 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 019-2024-PCM in the province of Trujillo of the department of La Libertad, for a period of 30 calendar days starting on 13 June 2024 through Supreme Decree No. 059-2024-PCM. (See C.N.199.2024 .TREATIES-IV.4 of 21 June 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 14 June 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree N"
Perú,Peru,2024-06-19,2024,extensión,estado de emergencia,directo,C.N.200.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.200.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 14 June 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 018-2024-PCM in the province of Pataz (Department of La Libertad), for a period of 30 calendar days starting on 13 June 2024 through Supreme Decree No. 058-2024-PCM. (See C.N.200.2024 .TREATIES-IV.4 of 21 June 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 14 June 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree N"
Perú,Peru,2024-06-19,2024,extensión,estado de emergencia,directo,C.N.201.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.201.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 14 June 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 23-2023-PCM in the provinces of Putumayo and Mariscal Castilla (Department of Loreto), for a period of 60 calendar days starting on 12 June 2024 through Supreme Decree No. 057-2024-PCM. (See C.N.201.2024 .TREATIES-IV.4 of 21 June 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 14 June 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree N"
Ecuador,Ecuador,2024-07-03,2024,declaración,estado de emergencia,directo,C.N.287.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.287.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Ecuador a notification dated 3 July 2024, made under article 4 (3) of the above Covenant, regarding the declaration of the state of emergency by Executive Decree No. 318 for 60 days beginning on 2 July 2024. (See depositary notification C.N.287.2024 .TREATIES-IV.4 of 12 July 2024 for the text of the notification.)","The Secretary-General received from the Government of Ecuador a notification dated 3 July 2024, made under article 4 (3) of the above Covenant, regarding the declaration of the state of emergency by Executive Decree No. "
Perú,Peru,2024-07-03,2024,extensión,estado de emergencia,directo,C.N.244.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.244.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 3 July 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 008-2024-PCM in Corredor Vial Sur Apurímac-Cusco-Arequipa (Apurímac-Cusco-Arequipa Southern Road Corridor), including the five hundred (500) metres adjacent to either side of the road corridor, for a period of thirty (30) calendar days starting on 4 July 2024 through Supreme Decree No. 065-2024-PCM. (See C.N.244.2024 .TREATIES-IV.4 of 3 July 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 3 July 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No"
Perú,Peru,2024-07-17,2024,extensión,estado de emergencia,directo,C.N.304.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.304.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 17 July 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 003-2024-PCM in the province of Zarumilla in the department of Tumbes, for a period of sixty (60) calendar days starting on 9 July 2024 through Supreme Decree No. 068-2024-PCM. (See C.N.304.2024 .TREATIES-IV.4 of 24 July 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 17 July 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree N"
Perú,Peru,2024-07-17,2024,extensión,estado de emergencia,directo,C.N.305.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.305.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 17 July 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 018-2024-PCM in the province of Pataz of the department of La Libertad, for a period of thirty (30) calendar days starting on 13 July 2024 through Supreme Decree No. 069-2024-PCM. (See C.N.305.2024 .TREATIES-IV.4 of 24 July 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 17 July 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree N"
Perú,Peru,2024-07-17,2024,extensión,estado de emergencia,directo,C.N.307.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.307.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 17 July 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 019-2024-PCM in the province of Trujillo of the department of La Libertad, for a period of thirty (30) calendar days starting on 13 July 2024 through Supreme Decree No. 071-2024-PCM. (See C.N.307.2024 .TREATIES-IV.4 of 24 July 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 17 July 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree N"
Perú,Peru,2024-07-17,2024,declaración,estado de emergencia,directo,C.N.306.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.306.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 17 July 2024, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency in the province of Virú of the department of La Libertad for a period of thirty (30) calendar days starting on 13 July 2024 by Supreme Decree No. 070-2024-PCM. (See C.N.306.2024 .TREATIES-IV.4 of 24 July 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 17 July 2024, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency in the province of Virú of t"
Perú,Peru,2024-07-17,2024,declaración,estado de emergencia,directo,C.N.303.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.303.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 17 July 2024, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency in the province of San Román of the department of Puno for a period of thirty (30) calendar days starting on 6 July 2024 by Supreme Decree No. 067-2024-PCM. (See C.N.303.2024 .TREATIES-IV.4 of 24 July 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 17 July 2024, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency in the province of San Román"
Ecuador,Ecuador,2024-08-12,2024,declaración,estado de emergencia,directo,C.N.323.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.323.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Ecuador a notification dated 12 August 2024, made under article 4 (3) of the above Covenant, regarding additional restrictions by Executive Decree No. 351 of 8 August 2024 to the state of emergency declared by Executive Decree No. 318. (See depositary notification C.N.323.2024 .TREATIES-IV.4 of 16 August 2024 for the text of the notification.)","The Secretary-General received from the Government of Ecuador a notification dated 12 August 2024, made under article 4 (3) of the above Covenant, regarding additional restrictions by Executive Decree No. 351 of 8 August"
Perú,Peru,2024-08-21,2024,extensión,estado de emergencia,directo,C.N.333.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.333.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 20 August 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 018-2024-PCM in the province of Pataz of the department of La Libertad, for a period of thirty (30) calendar days starting on 12 August 2024 through Supreme Decree No. 086-2024-PCM. (See C.N.333.2024 .TREATIES-IV.4 of 23 August 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 20 August 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree"
Perú,Peru,2024-08-21,2024,extensión,estado de emergencia,directo,C.N.332.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.332.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 20 August 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 023-2023-PCM in the provinces of Putumayo and Mariscal Castilla of the department of Loreto, for a period of sixty (60) calendar days starting on 11 August 2024 through Supreme Decree No. 083-2024-PCM. (See C.N.332.2024 .TREATIES-IV.4 of 23 August 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 20 August 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree"
Perú,Peru,2024-08-21,2024,extensión,estado de emergencia,directo,C.N.326.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.326.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 19 August 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 046-2023-PCM in the districts of Tambopata, Inambari, Las Piedras and Laberinto in the province of Tambopata, and in the districts of Madre de Dios and Huepetuhe in the province of Manu in the department of Madre de Dios, for a period of sixty (60) calendar days starting on 30 July 2024 through Supreme Decree No. 076-2024-PCM. (See C.N.326.2024 .TREATIES-IV.4 of 23 August 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 19 August 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree"
Perú,Peru,2024-08-21,2024,extensión,estado de emergencia,directo,C.N.331.2024,https://treaties.un.org/doc/Publication/CN/2024/CN.331.2024-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 20 August 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree No. 019-2024-PCM in the province of Trujillo of the department of La Libertad, for a period of thirty (30) calendar days starting on 12 August 2024 through Supreme Decree No. 084-2024-PCM. (See C.N.331.2024 .TREATIES-IV.4 of 23 August 2024 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 20 August 2024, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency declared by Supreme Decree"
